Question,labels
OKAY WHAT HAPPENED AFTER THAT,1
OKAY CAN YOU TELL ME WHAT HE USED,2
AFTER DINNER WHAT TIME WAS DINNER,2
OKAY AND CAN YOU TELL ME A LITTLE BIT MORE ABOUT WHAT WAS HAPPENING,2
NO OKAY DO YOU KNOW WHAT COLOUR EYES HE HAD,2
: OKAY TELL ME WHAT HAPPENED AFTER YOU LAID ON YOUR STOMACH,2
: AND WHERE WERE CALLUM'S MUM AND DAD,2
AND WHAT HAPPENED NEXT,1
YEAH AND WHAT DID MUM SAY,2
TELL ME WHAT YOU USE YOUR MINI FOR,2
WHAT HAPPENED THEN,1
AND WHAT WOULD YOU LIKE TO TELL ME ABOUT YOUR BROTHER,2
YEAH OKAY IS THERE ANYTHING ELSE YOU CAN TELL ME ABOUT THIS MR TICKLE GAME BECAUSE OBVIOUSLY I DON'T KNOW A LOT ABOUT IT,2
TELL ME MORE ABOUT WHAT HAPPENED WHEN HE STOPPED,1
OKAY OKAY SO I WASN'T THERE IT'S IMPORTANT I KNOW EVERYTHING THAT HAPPENED CAN YOU TELL ME EVERYTHING YOU CAN REMEMBER FROM WHEN YOU WOKE UP AND HE WAS BOUNCING ON THE BED,1
OKAY AND WHAT JESSICA DO YOU REMEMBER WHAT YOU WERE WEARING WHEN YOU WENT TO THE TOILET,2
: TELL ME WHO CALLUM'S PARENTS ARE,2
OKAY AND HAS THERE EVER BEEN ANY OTHER TIME SORRY HAS POP TOUCHED YOUR PRIVATE ONE TIME OR HAS HE TOUCHED YOUR PRIVATE MORE THAN ONE TIME,2
HAVE YOU BEEN IN THAT CUPBOARD BEFORE,2
SO IT'S JUST THE ONE TIME,2
JUST ONE TIME OKAY ALAN I WANT TO GO BACK TO THE BIT WHERE YOU SAID HE TOUCHED YOU ON YOUR DOODLE I WANT YOU TO TELL ME EVERYTHING YOU REMEMBER ABOUT THAT PART,1
HAD ALL HIS HAIR OKAY AND DO YOU KNOW WHAT TYPE OF HAIRSTYLE HE HAD SO YOU SAID IT WAS SHORT WAS IT SORT OF WAS IT MESSY OR WAS IT I GUESS REALLY SHORT LIKE REALLY REALLY SHORT HAIR OR WAS IT LONGER OR DO YOU REMEMBER,2
BIG,2
OKAY CAN YOU TELL ME ABOUT THE SPECIAL PRESENT,2
AND THEN WHAT HAPPENS,1
OKAY AND CAN YOU TELL ME A BIT MORE ABOUT THE BED BOUNCING UP AND DOWN,2
SO OKAY SO FIRSTLY TELL ME THAT WHAT HAPPENED WHEN YOU WENT TO HIS HOUSE FROM THE VERY BEGINNING TO THE END,0
YEAH AND IF YOU WENT TO THE TOILET ALAN WHAT WOULD HAPPEN WHEN YOU GO TO THE TOILET WITH YOUR WILLY,2
OKAY HOW DO YOU KNOW THEY WERE IN THEIR BEDROOM,2
HM-HM AND THEN WHAT HAPPENED AFTER THAT,1
CAN YOU TELL ME WHETHER STEPHEN IS IN THE BATH WITH YOU OUTSIDE THE BATH OR SOMETHING ELSE,2
AND DO YOU REMEMBER HOW LONG AGO THAT WAS,2
OH WHY DON'T YOU LIKE HER POP,2
JUST HOLDING HIS DIRTY SPOT AND WAS HE FACING YOU,2
WHO DID YOU TALK TO,2
AND WHAT ELSE HAPPENED LIKE WHEN YOUR MUM COME,3
AND WHERE WAS POP WHEN YOU WENT INSIDE,2
NOW IF YOU WANT TO TALK TO ME ABOUT THIS ANYMORE IF YOU CAN REMEMBER MORE THINGS ABOUT THE GAME OR ABOUT OTHER GAMES THAT HE PLAYS WELL MAYBE WE CAN JUST QUICKLY TALK ABOUT THAT NOW HAS HE PLAYED ANY OTHER GAMES WITH YOU THAT'S NOT BEEN IN THE BATH,2
AND WHERE IN YOUR BACKYARD DID YOU PLAY HIDE AND SEEK,2
OKAY AND WHAT DID YOU TELL YOUR MUM,2
DID YOU SEE SAM AFTER THAT,2
SO HE FOLLOWS YOU INTO THE CUPBOARD AND TELLS YOU THAT HE WANTS TO TEACH YOU HOW TO DO SHOW AND TELL DID I HEAR THAT RIGHT,2
YEAH WHAT WERE YOU FEELING,2
YOU FEEL OKAY ABOUT THAT,2
THEN WHAT HAPPENED,1
ON YOUR ARM CAN YOU TELL ME MORE ABOUT HOW HE GRABBED YOU,2
WHAT ELSE HAPPENED,1
OKAY SO IT SOUNDS LIKE THE FIRST TIME HE CAME IN AND THEN HE HEARD A NOISE SO HE LEFT,2
JUST PLAIN PINK OKAY SO DID YOU TELL YOUR MUM ABOUT THE MAN THAT FOLLOWED YOU INTO THE TOILET,2
AND WHAT HAPPENED THEN,2
CAN YOU TELL ME ABOUT THAT AND WHAT HAPPENED,2
RIGHT OKAY YEAH I THINK I'VE UNDERSTOOD THAT SO ALL RIGHT AND WHAT DO YOU MEAN YOUR TURN,2
: WHEN DID YOU TELL MUM,2
AND HE MAKES YOU PULL YOUR PANTS DOWN TELL ME MORE ABOUT THAT PART TELL ME EVERYTHING YOU CAN REMEMBER ABOUT THAT PART ALAN START FROM THE BEGINNING,0
OKAY AND HOW OLD IS HE,2
YEAH OKAY AND THEN YOU TOLD YOUR MUM,2
OKAY AND HAS IT BEEN HAPPENING FOR A LONG TIME,2
: OKAY ALL RIGHT I WAS HAVING A CHAT TO YOUR SCHOOL NURSE AND SHE TOLD ME ABOUT SOME MARKS ON YOUR BACK CAN YOU TELL ME ABOUT THOSE MARKS ON YOUR BACK,3
ARE YOU ABLE TO TELL ME WHAT YOU'VE COME TO TALK TO ME ABOUT TODAY,2
OKAY ON TOP OF IT NEAR YOUR LEGS AND HOW LONG DOES HE DO THIS FOR,2
HM-HM AND WHAT ELSE HAPPENED,1
OKAY SO DID YOU GO INTO ANY OTHER ROOM OF THE HOUSE,2
AND THE SECOND TIME WHEN HE ACTUALLY CAME INTO THE BED WITH YOU WHAT DID YOU TELL YOUR MUM,2
OKAY IS THIS THE ONLY TIME THAT HE'S HIT YOU,2
AND WHAT HAPPENED AFTER THAT,1
OKAY OKAY CAN YOU TELL ME ABOUT THE VERY FIRST TIME THAT IT HAPPENED,2
I JUST WANTED TO LET YOU KNOW WHY I'M HERE TODAY AND SO I WANTED TO TALK TO YOU ABOUT SOMETHING THAT YOU SHARED WITH YOUR MUM ABOUT WHEN YOU STAYED AT THE FOSTER CARER'S HOME CAN YOU REMEMBER WHAT THAT IS,3
OKAY AND SO YOU WAITED FOR HARRY TO WERE YOU WAITING FOR HARRY TO COME OUT WERE YOU,2
TELL ME MORE ABOUT BEING ON YOUR BED,1
YES AND HAS IT HAPPENED AGAIN,2
YEAH DID HE SAY ANYTHING TO YOU AT THE TIME,2
OKAY OKAY AND CAN YOU REMEMBER WHAT HAPPENED BEFORE YOU TOLD MUM,2
: OKAY AND WHO WAS LOOKING AFTER YOU WHEN MUM AND DAD WERE AT WORK,2
OKAY SO HE ASKED YOU SIT ON HIS KNEE AND THEN WHAT HAPPENED,1
DO YOU KNOW WHEN THIS WAS,2
OKAY SURE AND SO HOW TELL ME ABOUT HOW HE TOUCHES YOUR WILLY,2
OKAY AND WHAT DO YOU DO WHEN YOU'RE THERE,2
TELL ME MORE ABOUT HIM TELLING YOU TO GO TO YOUR ROOM TELL ME EVERYTHING THAT HAPPENED,1
AND WHAT DOES THAT MEAN TO BE THE ART MONITOR,2
YOU'RE THE ONLY ART MONITOR,2
OKAY AND WAS THAT JANET'S GRANDFATHER'S HAND BECAUSE JANET'S HANDS WERE SPLASHING ON TOP OF THE WATER,3
I WASN'T THERE WHEN YOUR UNCLE DID THE NAUGHTY THING CAN YOU TELL ME EVERYTHING THAT HAPPENED FROM START TO FINISH ABOUT THE NAUGHTY THING,2
OH OKAY AND WHAT DO YOU DO,2
CAN YOU EXPLAIN - EXPLAIN TO ME WHAT WAS HAPPENING IN THE BEDROOM,1
NOTHING HE DIDN'T TALK TO YOU AT ALL,2
NO HE DOESN'T WHEN YOU'RE AT SCHOOL DO YOU HAVE SOMEONE THERE YOU CAN TALK TO,2
OKAY SO SEAN WHAT I WANT YOU TO DO FOR ME IS BECAUSE I WASN'T THERE I WANT YOU TO TELL ME EVERYTHING THAT YOU CAN REMEMBER OKAY SO I WOULD LIKE TO KNOW A LITTLE BIT MORE ABOUT TELL ME ABOUT WHEN YOU WERE IN THE CUBICLE WITH SAM I WANT TO KNOW A LITTLE BIT MORE ABOUT THAT SO YOU SAID DID SAM SAY ANYTHING TO YOU YOU WENT INTO THE TOILETS WITH WENT INTO THE CUBICLE WITH HIM AND YOU PULLED YOUR PANTS DOWN IS THAT RIGHT,2
A LONG TIME OKAY AND HOW LONG ALL RIGHT SO WHEN BEN FINISHED TOUCHING YOUR PEE-PEE TELL ME HOW HE STOPPED DOING THAT AND THEN WHAT HAPPENED,2
AND THEN WHAT HAPPENED,1
OKAY AND WHAT HAPPENED NEXT,1
AND WHAT HAPPENED THEN,1
OKAY TELL ME ABOUT THE DOCTORS GAME,1
OKAY AND WHERE WERE THEY,2
NO WHO ELSE KNOWS ABOUT THE GAME THAT YOU PLAY WITH MR MATTHEWS,2
ALAN TELL ME WHAT YOU'VE COME HERE TO TALK TO ME ABOUT TODAY,0
SO WAS IT THE SAME DAY WAS IT THE NEXT DAY,2
TELL ME ABOUT ALL THE TIMES WHEN YOU DO FEEL SAFE WITH YOUR BROTHER,1
IS THERE ANYTHING ELSE THAT I NEED TO KNOW ABOUT THIS,2
THERE WERE RUDE PEOPLE AND THEN WHAT HAPPENED,1
OKAY YOU CAN'T REMEMBER WHEN YOU GO TO YOUR FRIEND'S HOUSE CAN YOU SEE PEOPLE WATCHING OR GOING THROUGH MAGAZINES OR WATCHING A MOVIE VIDEOS OR TALKING ABOUT RUDE STUFF,3
SAM SO SAM MADE YOU AND HARRY AND IAN PLAY A GAME WHEN YOU WERE AT THE MONKEY BARS IS THAT CORRECT,2
OKAY DID YOUR FRIEND'S GRANDPA TELL YOU TO KEEP IT A SECRET,2
OKAY WHAT IS IT THAT YOU WANT TO TELL ME ABOUT YOUR NEIGHBOUR,2
OKAY ALL RIGHT AND IS THERE ANYBODY ELSE THERE AT ALL,2
JUST REALLY HURT JOHNNY TELL ME EVERYTHING ABOUT JOHNNY,1
: HM-HM TELL ME MORE ABOUT THE PART WHERE IT REALLY HURT,1
HIS SKIN COLOUR OKAY DO YOU KNOW IF THE DIRTY SPOT HAS ANOTHER NAME,2
TELL ME MORE ABOUT THE PART ABOUT WHEN YOU SHOWED YOU PICTURES ON THE COMPUTER,1
YES ABOUT CHURCH CAN YOU TELL ME WHEN YOU LAST WENT TO CHURCH EVERYTHING THAT HAPPENED THAT DAY,2
CAN TELL ME ABUOT THAT GAME,2
THEN WHAT HAPPENED,1
OKAY TELL ME MORE ABOUT THE NASTY THINGS THAT HE SAID TO YOU,1
HM-HM AND THEN WHAT HAPPENED AFTER THAT,1
DO YOU THINK THAT MAYBE IT'S BEEN HAPPENING FOR A LONG TIME OR A LITTLE TIME OR YOU DON'T KNOW,2
ONLY THE DOCTOR GAME THAT'S A BAD THING,2
OH AND HOW DID THAT MAKE YOU FEEL,2
YOU WERE WAITING WITH IAN AND WHAT WERE YOU DOING WHEN YOU WERE WAITING WITH IAN,2
OKAY SO TELL ME WHERE WERE THE TOILETS,2
: AND THEN WHAT HAPPENED,1
OKAY ALL RIGHT AND HOW LONG DID IT TAKE YOU TO WALK TO THE PARK,2
NO ONE ELSE,2
TELL ME ABOUT THAT LADY WHAT DO YOU REMEMBER ABOUT THAT LADY,1
NOTHING OKAY IS THERE ANYTHING ELSE THAT HE DOES IN BATH TIME,2
I: WHAT HAPPENED AFTER SO AFTER YOU STARTED CRYING,1
OKAY ALAN I'D JUST LIKE TO ASK YOU A COUPLE MORE QUESTIONS IT'S ABOUT THE PART WHERE YOU SAID HE SQUEEZES YOUR WILLY WHAT DOES JACK USE TO SQUEEZE YOUR WILLY,2
OKAY WAS JACK DOING ANYTHING ELSE AT THAT TIME WAS HE TALKING TO YOU OR DOING ANYTHING TO HIMSELF,2
OKAY AND WHAT HAPPENED AFTER YOU WERE IN THE CHAIR,1
HM-HM TELL ME WHAT HAPPENED THEN,1
IT WAS REALLY BIG OKAY DID IT HAVE ANY WRITING ON IT CAN YOU REMEMBER,2
HM-HM AND THEN WHAT HAPPENED AFTER THAT,1
SO HOW OLD IS CALLUM,2
WHEN WAS THAT,2
OKAY SO DID YOU SEE THE REACTION ON HIS FACE WHEN HE TOUCH YOU DID HE APOLOGISE OR WAS HE JUST ENJOYING HIMSELF,3
NO OKAY YOU MENTIONED THE STICK CAN YOU SORRY DESCRIBE THE STICK FOR ME PLEASE,1
OKAY SO TELL ME MORE ABOUT THE PART WHERE YOU BROKE THE CONTROLLER WHAT HAPPENED,1
CAN YOU DESCRIBE TO ME BECAUSE I DIDN'T SEE MUM AFTER THAT HAPPENED CAN YOU DESCRIBE TO ME WHAT YOU SAW WHEN MUM WAS LYING DOWN,2
: HM AND WHAT HAPPENED THEN,1
AND THEN WHAT HAPPENED,1
OKAY SO HAVE YOU EVER TOLD ANYONE ABOUT YOU AND STEPHEN PLAYING THE TICKLING GAME,2
WHAT HAPPENED AFTER THAT,1
: SO TELL ME WHAT YOU WERE DOING WHEN CALLUM WHIPPED YOU WITH THE STICK,2
OKAY AND HOW DID YOU KNOW DAD WAS ANGRY,2
TELL ME EVERYTHING ABOUT THE PART WHERE HE WOKE YOU UP,1
HE HAD GREY OKAY DO YOU REMEMBER IF HE HAD ANY FACIAL ANY HAIR ON HIS FACE OR NOT,2
OKAY AND HOW DOES THAT HAPPEN HAVE YOU GOT YOUR CLOTHES ON OR,2
OKAY JULIAN I WASN'T THERE SO I DIDN'T HEAR WHAT DAD WAS SAYING CAN YOU TELL ME WHAT DAD WAS SAYING,2
OKAY AND THEN WHAT HAPPENED THE NEXT MORNING,1
: SO WHEN CALLUM WAS WHIPPING YOU WITH THE BIG STICK AND YOU WERE ON YOUR BED HOW MANY TIMES DID HE HIT YOU,2
SHE DIDN'T SEE AND DO YOU TELL SOMEONE WHEN ABOUT THE INCIDENT,2
DID ANYTHING HAPPEN AFTER YOU HIT YOUR HEAD,2
: OKAY AND THEN WHAT HAPPENED,1
OKAY AND TELL ME MORE ABOUT WHEN HE TICKLES YOU ON THE OUTSIDE OF YOUR MINI,1
WHAT HAPPENED NEXT,2
OKAY AND SO TELL ME EVERYTHING ABOUT WHEN HE TICKLES YOU ON YOUR MINI,1
SO YOU SAID THIS HAPPENED ALL THE TIME LIKE STEPHEN BATHS YOU ALL THE TIME HOW OLD ARE YOU NOW DO YOU KNOW,2
: SO WHO NORMALLY LOOKS AFTER YOU WHILE MUM AND DAD ARE AT WORK,2
AND IT HURT YEAH OKAY THEN WHAT HAPPENED,1
OKAY IS THERE ANYTHING ELSE THAT YOU WANT TO TELL ME ABOUT THE GAME THE MR TICKLES GAME,2
OKAY ALL RIGHT AND TELL ME WHAT WAS BEN DOING WHILE HE WAS TOUCHING YOUR PEE-PEE,2
YOUR BACK WAS SORE THAT'S NOT GOOD SO ONCE YOU WERE IN YOUR ROOM WHAT TIME WAS BEDTIME,2
OKAY TELL ME MORE ABOUT THE BAD MAN,1
: OKAY AND WHAT WERE YOU DOING WHEN THIS HAPPENED,2
OKAY DID YOU KNOW THE MAN JESSICA,2
OH YOU WAITED WITH HARRY SORRY I BEG YOUR PARDON SO IAN WENT IN SO WHAT WERE YOU AND HARRY DOING WHILE IAN WAS IN THE CUBICLE WITH SAM,2
WHAT ELSE DID HE SAY,3
SO WHAT DO YOU WEAR WHEN YOU'RE IN THE BATH PLAYING THE TICKLING GAME,2
WHO IS MR MATTHEWS,2
NO DOES HE SAY ANYTHING ELSE TO YOU WHILE HE'S IN THE TUNNEL,2
TELL ME WHO'S IN YOUR FAMILY,2
OKAY SO THERE WAS TWO TIMES THAT YOU WERE TAKEN INTO THE TOILETS,2
AND TELL ME MORE ABOUT WHEN THAT HAPPENED,1
TELL ME WHAT YOU'VE COME HERE TO TALK TO ME ABOUT TODAY,0
WHAT DO YOU LIKE ABOUT THE PARK,2
TELL ME ABOUT ALL THE TIMES WHEN YOU DO FEEL SAFE WITH YOUR BROTHER,1
TELL ME MORE ABOUT THE PART WHERE HE MADE YOU CRY,1
OKAY AND DO YOU REMEMBER WHAT WORDS HE USED WHEN HE SAID ABOUT THE DARE,2
OKAY SO WHEN YOU SAY IN THE TOILET TELL ME WAS THAT IN A CUBICLE ITSELF OR IN THE ACTUAL TOILETS BUILDING,2
SO IS THERE ANYWHERE ELSE WHERE HE PUTS HIS FINGERS,2
WHAT OTHER GAMES DO YOU PLAY,2
AND WHAT HAPPENED AFTER THAT,1
AND WHAT CAN YOU TELL ME ABOUT MR MATTHEWS,2
ABOUT A GRADE 6 BOY I DON'T KNOW HIM SO TELL ME ABOUT HIM,1
OKAY SO I DON'T KNOW ANYTHING ABOUT THE BAD MAN TELL ME EVERYTHING ABOUT THE BAD MAN AND START FROM THE BEGINNING,0
FINE OKAY IS THERE ANYTHING ELSE YOU CAN TELL ME THAT I MIGHT NEED TO KNOW,2
HM-HM SO WHAT DID YOU DO WITH DAD,2
YES AND WHAT DID YOUR ENGAGEMENT OR WHAT DID YOUR PLAY WITH THEM LOOK LIKE BEFORE THIS HAD YOU EVER PLAYED WITH THEM BEFORE,2
DO YOU KNOW HIS NAME,2
NO WHAT ABOUT THE FIRST TELL ME EVERYTHING THAT HAPPENED THE FIRST TIME THAT IT HAPPENED WITH UNCLE GARY,1
SO WHERE IS MUMMY WHEN YOU'RE HAVING A BATH WHEN STEPHEN HELPS,2
OKAY YOU TOLD ME BEFORE THAT HE TOUCHED YOU ON YOUR MINI CAN YOU TELL ME WHERE YOUR CLOTHES WERE WHEN HE TOUCHED YOU ON YOUR MINI,2
TELL ME WHAT YOU'VE COME HERE TO TALK TO ME ABOUT TODAY,0
IT'S LONG AND THEN WHAT HAPPENED,1
HM-HM OKAY SO IS THERE ANYTHING ELSE YOU WANT TO SPEAK TO ME ABOUT OR YOU THINK THAT I SHOULD KNOW,2
AND THEN WHAT HAPPENED,1
OKAY TELL ME MORE ABOUT PLAYING HIDE AND SEEK BEHIND THE SHED,1
WHAT ELSE ABOUT THE CUPBOARD,3
HI JESSICA TELL ME ABOUT WHAT YOU'VE COME HERE TO TALK TO ME ABOUT TODAY,0
AND WHAT MUM SAID,2
AND WHAT HAPPENED AFTER YOU BLOW THE MATTRESS,1
YEAH CAN YOU TELL ME A BIT ABOUT THAT AS MUCH AS YOU CAN REMEMBER,2
AND WHEN DID THIS HAPPEN,2
CHARLOTTE DO YOU HAVE ANY QUESTIONS FOR ME,2
ISABELLE CAN YOU TELL ME ALL THE GOOD THINGS ABOUT WHEN YOU PLAY WITH YOUR BROTHER,2
YOU DON'T KNOW AT THE TIME HOW WERE YOU FEELING,2
HM-HM WHAT WAS HIS HAND DOING,2
DID ANYBODY ELSE SEE THE MARKS,2
WHAT ARE THE RULES,2
OKAY TELL ME MORE ABOUT THE PART WHERE YOU SAW IT WAS JANET'S POP'S HAND,1
START FROM THE BEGINNING,0
NO AND YOU DON'T KNOW WHO THE BAD MAN IS,2
OKAY SO WHEN THIS HAPPENED TO YOU WHEN YOU WERE PLAYING IN YOUR YARD WHEREABOUTS IN YOUR YARD DID IT HAPPEN HAVE YOU GOT A CUBBYHOUSE OR WAS IT BEHIND A TREE,2
AND THEN WHAT HAPPENED AFTER THAT,1
OH WAS YOUR BACK SORE,3
: TELL ME MORE ABOUT THE SWIMMING POOL,1
YEAH AND IS THERE ANYTHING ELSE THAT YOU THINK THAT YOU WANT TO TELL ME ABOUT THE MAN,2
OKAY OKAY JACK WHERE WERE YOU,2
WHAT HAPPENED AFTER THAT,1
SO HAS ANYONE TOLD YOU THAT IF SOMEBODY OR ANYONE TOUCH YOUR PRIVATE PARTS YOU HAVE TO TELL ADULT,3
OKAY AND CHRISTY IS IN YOUR CLASS,2
OKAY WHAT DID DAD USE TO HIT MUM IN THE FACE,2
DID CALLUM DO ANYTHING ELSE WHEN THIS HAPPENED,2
: WHAT DID SHE SAY TO YOU,2
HM WHAT ELSE CAN YOU TELL ME ABOUT THIS,1
HELLO SOPHIE CAN YOU TELL ME WHAT YOU'VE COME HERE TO TALK TO ME ABOUT TODAY,2
NOW I'M NOT THERE WHEN THAT HAPPENS SO CAN YOU TELL ME EVERYTHING YOU CAN ABOUT WHEN HE TICKLES YOU FROM YOUR TOES ALL THE WAY UP TO YOUR TUMMY,2
OKAY SO BEN WRAPPED HIS HAND ON YOUR PEE- PEE IS THAT WHAT YOU SAID,2
OKAY TELL ME MORE ABOUT THE PART WHERE HE TICKLED YOUR PRIVATES,1
TELL ME WHAT HAPPENED,1
NO OKAY SO HILARY HAVE YOU BEEN OVER TO JANET'S HOUSE AGAIN,2
: NO CAN YOU REMEMBER ANYTHING ELSE,2
TELL ME ABOUT THE RUDE THING,1
: WHAT ELSE DO YOU REMEMBER ABOUT THE MAN,1
YOU PLAY OUTSIDE OKAY YOU'VE DONE A GREAT JOB IN TALKING TO ME TODAY YOU'RE DOING REALLY WELL TELLME JUST FROM THE BEGINNING WHEN HE FOLLOWS YOU INTO THE CUPBOARD JUST TELL ME THAT BIT WHEN HE FOLLOWS YOU INTO THE CUPBOARD SO THE BIT WHEN HE GOES FIRST,1
: IN THE POOL DID YOU TELL MUM WHAT HAPPENED,2
WHY WAS DAD ANGRY,2
OH WHAT DID YOU DO WHILE YOU WERE IN YOUR ROOM,2
DOES THIS HAPPEN EVERY TIME YOU PLAY THE GAME,2
SAME SCHOOL OKAY ARE YOU FRIENDS AT SCHOOL,2
WHAT ELSE HAPPENED,1
TELL ME WHAT HAPPENS THEN,1
WHAT HAPPENED THEN,1
SO YOU'RE WITH YOUR TWO FRIENDS HARRY AND IAN THE MONKEY BARS WITH THE BIG BOY AND DO YOU REMEMBER THE BIG BOY'S NAME,2
: TELL ME MORE ABOUT WHEN THE BAD MAN CAME IN,1
AND THEN WHAT HAPPENED,1
AND THEN WHAT HAPPENED,1
SHORT HAIR OKAY SO DID IT LOOK LIKE A BEARD OR DID IT LOOK LIKE IT WAS JUST SORT OF A STUBBLE,2
OKAY AND WHAT HAPPENED AFTER THAT,1
OKAY TELL ME EVERYTHING ABOUT THE DOCTORS GAME,1
TELL ME MORE ABOUT WHEN HE WIPED YOU SAID HE WIPED THE WEE AWAY CAN YOU TELL ME MORE ABOUT WHAT HAPPENED THEN,2
AND HOW MANY TIMES A DAY DO YOU HAVE A BATH,2
OKAY SO WHAT HAPPENED AFTER YOU FELT A HAND ON YOUR GIRLIE BITS,1
OKAY TELL ME ABOUT WHAT HAPPENED WHEN YOU TOLD YOUR MUM,1
WHAT ELSE IS IT KNOWN BY,2
REMEMBER I WASN'T THERE SO TELL ME EVERYTHING ABOUT THE PART WHERE JANET'S POP WAS REALLY CLOSE TO YOU IN AS MUCH DETAIL AS YOU CAN,0
OKAY AND WHERE WAS MUM WHEN DAD RAN AWAY,2
WHAT DID YOU TELL YOUR MUM ABOUT,2
DOES ANYTHING ELSE HAPPEN WHILE YOU'RE IN THERE PULLING YOUR UNDIES DOWN,2
OKAY AND WAS THERE ANYBODY ELSE AROUND WHEN THIS HAPPENED,2
OKAY WAS THAT WHEN YOU HAD ACCESS VISITS WITH DAD,3
AND YOU WERE BEING THE PATIENT WHAT HAPPENED NEXT,1
TELL ME EVERYTHING THAT HAPPENED WHEN THAT RUDE THING HAPPENED START REMEMBER I WASN'T THERE SO START FROM THE BEGINNING,0
THE SAME DAY OKAY DOES JACK SAY ANYTHING TO YOU WHEN THESE THINGS ARE HAPPENING WHEN HE WANTS TO PLAY THESE GAMES,2
OKAY SO YOU SAID YOU DON'T LIKE WHAT THE TICKLING THAT STEPHEN DOES ON YOUR MINI TELL ME AS MUCH AS YOU CAN REMEMBER ABOUT THAT,1
OKAY AND WHERE WAS MUM WHEN DAD DID THAT TO YOU,2
SO HOW DOES HE JUST LET ME THINK SO WHAT PART OF HIS BODY DOES HE USE TO PLAY THE TICKLING GAME,2
OKAY WHAT DO YOU MEAN BY NAUGHTY,2
OKAY SO MUM CAME AND PICKED YOU UP AND WHAT HAPPENED AFTER THAT,1
SO DID YOU TELL EVERYONE AND ANYONE ABOUT WHAT HAPPENED THAT DAY,2
OKAY WHAT HAPPENED THEN,1
WHAT'S HIS JOB WHEN HE CLEANS UP,2
NO DID YOU TELL CALLUM HOW IT MADE YOU FEEL,2
AT CALLUM'S HOUSE AND THE OTHER TIMES THAT IT HAPPENED WHERE WERE YOU,2
AND I'M REALLY SORRY THAT THAT'S HAPPENED YEAH AND DID YOU SPEAK TO ANYBODY ABOUT WHAT HAS HAPPENED,2
OKAY AND WHAT DID MUM SAY WHEN YOU TOLD HER,2
HM-HM AND DOES ANYBODY ELSE LIVE THERE,2
AND WHAT HAPPENED THEN,1
AND WHAT ELSE DID HE SAY,2
: WHO'S YOUR COUSIN,2
HE SQUEEZED IT WITH HIS HAND AND DID HE SQUEEZE IT ONE TIME OR MORE THAN ONE TIME OR LOTS OF TIMES,2
A DRESS OKAY AND WHAT COLOUR WAS YOUR DRESS,2
OKAY AND CAN YOU TELL ME MORE ABOUT WHEN HE TICKLES YOUR MINI WHAT ELSE HAPPENS,2
ABOUT YOUR BROTHER I HEARD SOMETHING BAD HAPPENED TO YOU WHEN YOU WERE WITH YOUR BROTHER DID SOMETHING BAD HAPPEN TO YOU WHEN YOU WERE WITH YOUR BROTHER,3
SORRY REMEMBER MILLIE I WASN'T THERE SO I WANT TO KNOW EVERYTHING ABOUT THAT LIKE WHAT HAPPENED SO JUST TELL ME EVERYTHING FROM THE BEGINNING,0
YEAH SO I WASN'T THERE WHEN THAT HAPPENED SO I NEED YOU TO TELL ME EVERYTHING ABOUT THAT PART,3
OH WHAT DID THE STICK LOOK LIKE,2
OKAY SO YOU MENTIONED BEFORE THAT HE SAID HE HAD TO HELP YOU CAN YOU TELL ME MORE ABOUT THAT,1
OKAY AND THEN HARRY WENT IN AND WHAT HAPPENED AFTER THAT WHAT WERE YOU DOING WHEN HARRY WAS IN THE CUBICLE,2
YEAH AND CAN YOU TELL ME WHAT YOU MEAN BY PRIVATE PARTS JUST DESCRIBE TO ME WHERE THAT IS,2
OKAY CAN YOU TELL ME WHAT HAPPENED WITH YOUR DAD,2
THAT HE WAS BEING MEAN DO YOU UNDERSTAND WHAT HE SAID TO YOU,2
OKAY AND WHAT HAPPENED NEXT,1
OKAY AND WHAT ELSE HAPPENS IN THE PARK,1
: OKAY TELL ME EVERYTHING THAT HAPPENED WITH YOUR BROTHER,1
TELL ME WHAT HE SAID,2
HOW OFTEN DO YOU PLAY WITH JACK ALAN,2
AND ISABELLE A LOT OF TIMES HAS YOUR BOTTOM BEEN SORE EVERY TIME YOU'VE GONE TO THE TUNNELS,2
TELL ME MORE ABOUT WHEN HE PUT YOUR HAND ON YOUR MINI,1
: OH WOW OKAY AND WHERE DOES DAD WORK,2
OKAY AND TELL ME MORE ABOUT WHAT HAPPENS WHEN HE MOVES UP,1
WHAT HAPPENED NEXT,1
OKAY HOW DOES IT MAKE YOU FEEL,2
HM-HM CAN YOU TELL ME ABOUT THE OTHER TIME THAT IT HAPPENED,2
OKAY SO WHEN BEN WAS TOUCHING YOUR PEE- PEE BECAUSE I WASN'T THERE CAN YOU DESCRIBE TO ME HOW HE WAS TOUCHING YOUR PEE-PEE,2
: AND WHAT HAPPENED AFTER CALLUM GOT THE STICK,2
HE TOUCHED YOU IN PLACES THAT HE SHOULDN'T I WASN'T AT KMART CAN YOU START FROM THE BEGINNING AND TELL ME EVERYTHING THAT HAPPENED AT KMART WITH THE BAD MAN,2
YEAH WHAT ELSE WOULD YOU LIKE TO TELL ME,2
DO YOU REMEMBER WHERE YOUR MUM AND DAD WERE,2
AND WHEN DOES MR MATTHEWS TAKE YOU INTO THE CUPBOARD,2
