Question,labels
OKAY AND WHAT HAPPENED THEN,1
OKAY TELL ME ABOUT BEING SORE DOWN THERE,2
OKAY TELL ME MORE ABOUT WHEN THE BAD THING HAPPENED,2
SORRY I JUST DIDN'T HEAR WHAT YOU SAID THEN HIS FINGERS WERE GOING IN AND OUT OF YOUR,13
YOUR SWIMMING BOTTOMS,13
OH OKAY,13
ALAN TELL ME WHAT YOU'VE COME HERE TO TALK TO ME ABOUT TODAY,0
HM-HM SO TELL ME EVERYTHING THAT YOU CAN  TELL ME ABOUT YOUR NEIGHBOUR,2
HE'S TALL OKAY SO TELL ME EVERYTHING THAT YOU CAN REMEMBER ABOUT YOUR NEIGHBOUR,13
OKAY SO TELL ME WHAT IS IT THAT YOU WOULD LIKE TO TELL ME ABOUT YOUR NEIGHBOUR,7
HIDE AND SEEK,13
SO TELL ME EVERYTHING THAT YOU CAN REMEMBER ABOUT HIDE AND SEEK,2
HM-HM,13
HM-HM SO ALAN YOU SAID THAT YOU PLAY WHEN YOU GET HOME FROM SCHOOL AND YOU ALWAYS HIDE FROM HIM SO TELL ME MORE ABOUT WHEN YOU PLAY WHEN YOU GET HOME FROM SCHOOL TELL ME MORE ABOUT THAT PART,2
HM-HM,13
TELL ME MORE ABOUT THE PART WHERE YOU SAID YOU HAD TO DO A DARE,2
TELL ME WHAT HE MAKES YOU DARE,4
PULL YOUR PANTS DOWN,13
TELL ME WHAT HAPPENS THEN,1
HE SQUEEZES YOUR WILLY,13
TELLS ME WHAT HAPPENS NEXT,1
OKAY ALAN YOU'VE TOLD M E LOTS OF THINGS THERE I'D LIKE TO ASK YOU SOME MORE QUESTIONS ABOUT WHEN YOU PLAY HIDE AND SEEK TELL ME WHEREABOUTS YOU ARE WHEN YOU PLAY HIDE AND SEEK,4
AND WHOSE GARDEN IS IT,4
AND WHO ELSE IS IN THE GARDEN,4
OKAY SO TELL ME ALL ABOUT JACK,3
HM-HM,13
HE'S 12 AND WHEN YOU SAY HE LIVES NEXT DOOR TO YOU WHAT NUMBER IS NEXT DOOR,4
OKAY AND YOU TOLD ME THAT HIS NAME'S JACK WHAT'S JACK'S OTHER NAME,4
JACK BROWN OKAY AND ALAN YOU TOLD ME THAT JACK'S TALL AND HE HAS BROWN HAIR AND HE'S OLDER THAN YOU AND THAT HE'S 12 IS THAT RIGHT,5
OKAY AND HE LIVES NEXT DOOR TO YOU AT NUMBER FIVE,5
OKAY SO ALAN YOU'VE TOLD ME LOTS OF THINGS ABOUT WHAT HAPPENS WHEN YOU PLAY HIDE AND SEEK SO TELL ME WHAT HAPPENS BEFORE YOU PLAY HIDE AND SEEK WHAT DO YOU DO,1
OKAY AND WHAT DOES JACK SAY WHEN YOU GO AND PLAY IN THE GARDEN,4
YOU'RE GOOD AT HIDING,13
OKAY AND THEN YOU MENTIONED ABOUT WHEN YOU GET FOUND HE MAKES YOU DO A DARE,13
AND HE MAKES YOU PULL YOUR PANTS DOWN TELL ME MORE ABOUT THAT PART TELL ME EVERYTHING YOU CAN REMEMBER ABOUT THAT PART ALAN START FROM THE BEGINNING,0
OKAY AND WHEN HE GRABS YOUR WILLY WHAT DOES HE DO,4
HE SQUEEZES IT REALLY HARD AND THEN WHAT HAPPENS,1
AND YOU TOLD HIM YOU DIDN'T LIKE IT AND THEN WHAT HAPPENS,1
THAT'S WHEN YOU GO INSIDE FOR A SNACK OKAY WHAT DOES JACK SAY TO YOU WHEN THAT HAPPENS,4
OKAY AND WHAT DID YOU SAY TO JACK,4
OKAY AND WHAT HAPPENS WHEN YOU GO INSIDE,4
YOU JUST PLAY IN YOUR ROOM,13
OKAY ALAN I'D JUST LIKE TO ASK YOU A COUPLE MORE QUESTIONS IT'S ABOUT THE PART WHERE YOU SAID HE SQUEEZES YOUR WILLY WHAT DOES JACK USE TO SQUEEZE YOUR WILLY,4
DO YOU KNOW WHICH HAND HE USES,5
OKAY AND I THINK I KNOW WHAT YOU MEAN WHEN YOU SAY WILLY BUT CAN YOU TELL ME WHICH PART OF THE BODY THE WILLY IS,5
YEAH CAN YOU SHOW ME,5
YEAH AND IF YOU WENT TO THE TOILET ALAN WHAT WOULD HAPPEN WHEN YOU GO TO THE TOILET WITH YOUR WILLY,4
YOU DO A WEE OKAY ALL RIGHT AND WHO DID YOU TELL ABOUT WHAT HAPPENED,4
YOU TOLD YOUR MUM AND WHAT DID YOU SAY TO MUM,4
OKAY AND WHAT WAS IT THAT WAS HURTING ON YOUR WILLY,4
WHEN JACK SQUEEZED IT OKAY AND ALAN HAS THIS HAPPENED ONE TIME OR MORE THAN ONE TIME,6
AND WHEN WAS IT THAT THIS HAPPENED,4
THAT'S OKAY IF YOU DON'T KNOW SOMETHING THAT'S OKAY DO YOU REMEMBER WHAT DAY IT WAS WHEN THIS HAPPENED,5
TELL ME WHAT DAY IT WAS,4
IT WAS A SCHOOL DAY OKAY AND DO YOU REMEMBER WHAT TIME IT WAS ON THE SCHOOL DAY,5
CAN YOU TELL ME WHAT TIME IT WAS,5
IT WAS AFTER SCHOOL OKAY AND IF YOU THINK REALLY HARD ALAN ABOUT THAT DAY WHEN THIS HAPPENED DO YOU REMEMBER WHAT YOU WERE DOING AT SCHOOL ON THAT DAY,5
CAN YOU TELL ME ABOUT THAT,5
YOU HAD PE THAT DAY,13
AND HOW MANY DAYS DO YOU DO PE,4
YOU DO TWO DAYS WHAT DAYS DO YOU DO PE,4
TUESDAYS AND THURSDAYS OKAY AND REMEMBER YOU TOLD ME ALAN THAT YOU WERE IN YOUR GARDEN WHEN YOU WERE PLAYING HIDE AND SEEK HOW DID JACK COME AROUND TO YOUR HOUSE ON THAT DAY,4
…COME HERE TO TALK TO ME ABOUT TODAY,4
OKAY AND YOU PLAYED GAMES WITH YOUR NEIGHBOUR,8
TELL ME ABOUT THOSE GAMES,2
OKAY AND ARE THESE GAMES FUN OR,8
YEAH AND OTHER TIMES,8
OKAY CAN YOU TELL ME ABOUT WHAT YOU SAID TO YOUR MUM ABOUT YOUR NEIGHBOUR,10
AND WHAT IS HIS NAME,4
OKAY AND IS HE OLDER THAN YOU,5
OKAY A LOT OLDER OR JUST A LITTLE BIT OLDER,6
OKAY AND WHAT DID YOU TELL YOUR MUM ABOUT JACK,10
OKAY AND BY WILLY WHAT DO YOU MEAN BY THAT,4
OKAY AND WHEN YOU TOLD YOUR MUM DID YOU DO YOU THINK IT'S A BAD THING THAT YOUR WILLY HURTS AFTER YOU PLAY WITH JACK,8
RIGHT HOW MANY TIMES HAVE YOU BEEN OVER TO PLAY WITH JACK DO YOU THINK,4
LOTS AND WHEN DID YOU FIRST START GOING HOW OLD WERE YOU,13
RIGHT CAN YOU DESCRIBE TO ME THE GAMES THAT YOU PLAY,4
TELL ME ABOUT WHERE YOU PLAY THEM ARE YOU INSIDE THE HOUSE ARE YOU OUTSIDE,6
IN THE GARDEN AT JACK'S HOUSE,13
AT YOUR HOUSE OKAY AND IS THERE ANYBODY ELSE AROUND WHEN YOU'RE PLAYING THESE GAMES,5
SO IT'S JUST YOU AND JACK IN THE GARDEN AT YOUR HOUSE,8
OKAY TELL ME ABOUT WHAT TYPE OF GAMES LIKE ARE YOU PLAYING PIRATES ARE YOU PLAYING MONSTERS WHAT TYPE OF GAMES ARE YOU PLAYING,6
OKAY AND WHAT DO YOU DO IN HIDE AND SEEK,4
OKAY SO WHO HIDES DO YOU HIDE OR DOES JACK HIDE OR DO YOU BOTH HIDE SOMETIMES,6
OKAY TELL ME ABOUT THE DANCE THAT YOU DO,3
OH IT'S A DARE IS IT,5
OKAY AND TELL ME ABOUT THAT WHAT TYPE OF DARE DO YOU DO,4
OKAY AND HOW DOES THAT HAPPEN HAVE YOU GOT YOUR CLOTHES ON OR,6
OKAY SURE AND SO HOW TELL ME ABOUT HOW HE TOUCHES YOUR WILLY,4
SO HE PUTS DOES HE TOUCH YOU ON THE OUTSIDE OF THE CLOTHING OR DOES HE PUT HIS HANDS DOWN YOUR CLOTHING,6
OKAY AND WHEN HE DOES THIS WHAT DOES HE DO WHEN WHAT HAPPENS THEN,1
OKAY HOW DOES IT MAKE YOU FEEL WHEN HE DOES THAT,4
ALL RIGHT AND WHEN YOU TELL HIM YOU DON'T WANT TO PLAY WHAT DOES HE DO THEN,1
AND HOW DOES THAT MAKE YOU FEEL,4
DOES IT MAKE YOU FEEL BAD THAT JACK DOESN'T WANT TO PLAY WITH YOU ANYMORE,5
YEAH SO THEN WHAT DOES HE STOP OR DO YOU LET HIM KEEP PLAYING,6
OKAY WHEN HE TOUCHES YOU ON YOUR PRIVATE PARTS HOW LONG DOES THAT GO FOR HOW LONG DOES THAT LAST,4
OKAY AND WHAT DOES HE DO,4
AND SQUEEZES IT YOU MEAN WHAT,4
OKAY AND DOES ANYTHING HAPPEN TO YOUR WILLY,5
NO AND AFTER HE SQUEEZED IT HARD,5
NO AND AFTER HE SQUEEZES IT HARD WHAT HAPPENS THEN,1
OKAY IS THAT WHEN IT GETS SORE,8
DO YOU REMEMBER WHEN THE LAST TIME THAT HAPPENED,5
AND DO YOU REMEMBER HOW LONG AGO THAT WAS,5
OKAY CAN YOU TELL ME ABOUT THAT DAY THE LAST TIME THAT HAPPENED,5
WAS THERE ANYTHING SPECIAL ABOUT THAT DAY,5
HM-HM AND IT WAS AFTER YOU CAME HOME,5
DO YOU REMEMBER WHAT YOU WERE WEARING,5
WHAT WERE YOU WEARING THAT DAY,4
OKAY AND DO YOU KNOW WHAT JACK WAS WEARING,5
WHAT WAS HE WEARING,4
OKAY DO YOU GUYS GO TO THE SAME SCHOOL OR DIFFERENT SCHOOLS,6
SAME SCHOOL OKAY ARE YOU FRIENDS AT SCHOOL,5
HAVE YOU EVER PLAYED THIS GAME AT SCHOOL BEFORE,5
OKAY AND THE TIME YOU JUST TOLD ME ABOUT WAS THERE ANY OTHER TIMES THIS HAS HAPPENED,5
SO IT'S JUST THE ONE TIME,5
OKAY AND HOW LONG AFTER JACK WENT HOME DID YOU SPEAK TO YOUR MUM ABOUT IT,4
SO WAS IT THE SAME DAY WAS IT THE NEXT DAY,6
THE SAME DAY OKAY DOES JACK SAY ANYTHING TO YOU WHEN THESE THINGS ARE HAPPENING WHEN HE WANTS TO PLAY THESE GAMES,5
DO YOU THINK WHAT JACK IS DOING IS RIGHT OR WRONG,6
OKAY NOW HOW DO YOU KNOW THAT HAS MUM SPOKEN TO YOU ABOUT THAT BEFORE,8
OKAY AND WHAT HAS MUM SAID ABOUT THAT,4
OKAY SO WHEN THIS HAPPENED TO YOU WHEN YOU WERE PLAYING IN YOUR YARD WHEREABOUTS IN YOUR YARD DID IT HAPPEN HAVE YOU GOT A CUBBYHOUSE OR WAS IT BEHIND A TREE,6
BEHIND THE SHED OKAY AND WHY WERE YOU BEHIND THE SHED,4
THAT'S WHERE YOUR HIDING SPOT WAS,5
AND JACK FOUND YOU THERE,8
AND THEN WHAT DOES HE SAY ABOUT THE DARE,4
OKAY AND DO YOU REMEMBER WHAT WORDS HE USED WHEN HE SAID ABOUT THE DARE,5
ALAN HOW LONG DO YOU THINK JACK HAD HIS HAND ON YOU TOUCHING YOUR PRIVATE PARTS,4
WOULD YOU SAY AS LONG DO YOU KNOW WHAT A MINUTE IS,5
WOULD YOU SAY AS LONG AS WHAT'S YOUR FAVOURITE SOONG,5
WOULD YOU SAY IT'S WOULD YOU HAVE BEEN ABLE TO COUNT TO 10 OR 20 OR,8
OKAY WAS JACK DOING ANYTHING ELSE AT THAT TIME WAS HE TALKING TO YOU OR DOING ANYTHING TO HIMSELF,6
AND WE SPOKE ABOUT WHETHER THIS HAS HAPPENED BEFORE HAS YOU EVER PLAYED HIDE AND SEEK WITH JACK BEFORE,5
OKAY WAS THERE EVER ANY DARES DURING THAT GAME,5
HAS THE TYPE OF DARE THAT JACK PLAYED WITH THAT DAY HAS THAT EVER HAPPENED TO YOU BEFORE,5
NO IS THERE ANYTHING ELSE THAT YOU REMEMBER ABOUT THAT THAT YOU WANT TO TALK TO ME ABOUT,5
NO,13
GOOD MORNING JULIAN THANKS FOR COMING TO SPEAK TO ME TODAY CAN YOU TELL ME WHY YOU'VE COME TO SPEAK TO ME,5
WHY HAVE YOU COME,4
SORRY CAN YOU SPEAK A LITTLE BIT LOUDER,13
YOUR AUNTY BROUGHT YOU AND DID YOUR AUNTY SAY WHY SHE BROUGHT YOU HERE TODAY,5
WHAT DID SHE SAY,4
OKAY WHAT WOULD YOU LIKE TO TALK TO ME ABOUT YOUR DAD TODAY,4
CAN YOU TELL ME HOW HE HURT YOU AND MUM,5
CAN YOU REMEMBER EVERYTHING THAT YOU POSSIBLY CAN AND START AT THE BEGINNING BECAUSE I WASN'T THERE SO I DON'T KNOW WHAT HAPPENED SO IF YOU CAN START AT THE BEGINNING AND TAKE YOUR TIME TO TELL ME EVERYTHING YOU CAN REMEMBER,0
YEAH,13
OKAY IS MUM A GOOD COOK,8
SHE IS TELL ME WHAT HAPPENED WHEN YOU HAD THE SPAGHETTI,2
HM-HM,13
YEAH,13
RIGHT SO WHAT HAPPENED,1
WHY WAS DAD ANGRY,4
OKAY AND HOW DID YOU KNOW DAD WAS ANGRY,4
OKAY DID DAD DO SOMETHING THAT MADE YOU KNOW HE WAS ANGRY,5
WHAT DID HE DO,4
OKAY JULIAN I WASN'T THERE SO I DIDN'T HEAR WHAT DAD WAS SAYING CAN YOU TELL ME WHAT DAD WAS SAYING,5
WHAT WAS HE SAYING,4
OKAY AND DID DAD SAY ANYTHING ELSE,5
OKAY AND WHAT WERE YOU DOING WHEN DAD WAS ANGRY,4
OKAY AND WHERE WAS MUM,4
OKAY CAN YOU REMEMBER IF DAD SAID ANYTHING ELSE,5
OKAY YOU SAID TO ME THAT DAD WAS ANGRY AND SAID SOME NASTY THINGS WHAT WERE THE NASTY THINGS THAT HE SAID,4
OKAY AND AFTER DAD SAID THAT WHAT HAPPENED,1
OKAY CAN YOU TELL ME HOW HE HIT MUM IN THE FACE,5
HOW DID HE DO THAT,4
OKAY WHAT DID DAD USE TO HIT MUM IN THE FACE,4
OKAY CAN YOU REMEMBER WHAT DAD'S HAND LOOKED LIKE WHEN HE HIT MUM IN THE FACE,5
WHAT DID IT LOOK LIKE,4
IT WAS STRAIGHT OUT DID HIS HAND LOOK LIKE IT DOES WHEN YOU'RE CLAPPING,8
OKAY CAN YOU REMEMBER WHERE ON MUM'S FACE DAD HIT HER,5
WHEREABOUTS,4
ON HER CHEEK DID ANYTHING HAPPEN TO MUM'S CHEEK WHEN DAD HIT HER,5
NO CAN YOU REMEMBER WHICH CHEEK DAD HIT MUM,5
NO OKAY WHAT HAPPENED AFTER DAD HIT MUM'S CHEEK,1
OKAY CAN YOU REMEMBER WHEREABOUTS IN THE HEAD DAD PUNCHED MUM,5
WHEREABOUTS,4
CAN YOU REMEMBER WHICH EAR DAD PUNCHED MUM,5
OKAY YOU'RE DOING VERY WELL JULIAN CAN YOU TELL ME WHAT MUM WHEREABOUTS MUM WAS WHEN DAD PUNCHED HER IN THE HEAD,4
OKAY AND CAN YOU REMEMBER WHAT DAD'S HAND LOOKED LIKE WHEN HE PUNCHED HER IN THE HEAD,5
HOW DID IT LOOK,4
OKAY DID DAD SAY ANYTHING TO MUM WHEN HE DID THAT,5
NO AND WHAT WERE YOU DOING WHEN DAD PUNCHED MUM IN THE HEAD,4
OKAY WHAT HAPPENED AFTER DAD PUNCHED MUM IN THE HEAD,1
CAN YOU DESCRIBE TO ME BECAUSE I DIDN'T SEE MUM AFTER THAT HAPPENED CAN YOU DESCRIBE TO ME WHAT YOU SAW WHEN MUM WAS LYING DOWN,5
WHERE WAS SHE BLEEDING,4
HM AND WHAT DID DAD DO,4
WHAT WAS HE SHOUTING AT YOU FOR,12
OKAY CAN YOU REMEMBER THE WORDS THAT DAD USED,5
OKAY AND CAN YOU REMEMBER ANY OTHER WORDS THAT DAD USED BESIDES THAT YOU WERE TAKING MUM'S SIDE,5
OKAY AND WHAT HAPPENED AFTER DAD SAID THAT,1
CAN YOU TELL ME A LITTLE BIT MORE ABOUT THAT,5
WHAT CAN YOU TELL ME,4
OKAY WHEREABOUTS ON YOUR ARM DID HE GRAB YOU,4
OKAY AND HOW DID IT FEEL WHEN DAD GRABBED YOU NEAR YOUR SHOULDER,4
IT REALLY HURT AND WHICH SHOULDER DID DAD GRAB YOU ON,13
CAN YOU POINT TO IT,5
OKAY THANK YOU AND WHAT HAPPENED AFTER HE GRABBED YOUR ARM NEAR YOUR SHOULDER AND THREW YOU,1
WHAT DID YOU HIT YOUR HEAD ON,4
OKAY AND DID ANYTHING HAPPEN NEAR YOUR EYEBROW WHEN IT HIT THE TABLE,5
OKAY AND DID DAD SAY ANYTHING TO YOU WHEN HE GRABBED YOUR ARM AND THREW YOU,5
OKAY WHAT HAPPENED AFTER YOU HIT YOUR HEAD ON THE TABLE,1
OKAY WHICH CHAIR DID YOU LAND ON,4
OKAY WHICH ROOM OF THE HOUSE IS THE CHAIR IN,4
OKAY SO CAN YOU TELL ME YOU SAID YOU HIT THE WALL WHICH WALL DID YOU HIT,5
OKAY CAN YOU TELL ME WHICH ROOM OF THE HOUSE THE WALL WAS IN,5
WHICH ROOM,4
OKAY SO DID YOU GO INTO ANY OTHER ROOM OF THE HOUSE,5
OKAY AND WHERE WAS MUM WHEN DAD DID THAT TO YOU,4
OKAY DID ANYTHING HAPPEN TO YOUR BACK WHEN YOU FELL ON THE CHAIR,5
OKAY HOW DID YOU FEEL WHEN YOU FELL ON THE CHAIR,4
WHAT WAS IN PAIN,4
OKAY AND WHAT HAPPENED AFTER YOU WERE IN THE CHAIR,1
OKAY HOW DID DAD RUN AWAY,4
OKAY DID YOU SEE DAD RUN AWAY,5
WHAT DID YOU SEE,4
OKAY AND DID YOU SEE WHERE HE WENT AFTER HE WENT OUT THE BACK DOOR,5
OKAY AND WHERE WAS MUM WHEN DAD RAN AWAY,4
OKAY AND WHERE WERE YOU WHEN DAD RAN AWAY,4
OKAY,13
TELL ME WHAT YOU'VE COME TO TALK ABOUT TODAY,0
OKAY YEAH TELL ME ABOUT THE BAD MAN,3
HM-HM,13
OKAY SO CAN YOU TELL ME EVERYTHING THAT HAPPENED WHEN YOU SAW THE BAD MAN STARTING FROM THE BEGINNING,5
TELL ME WHAT HAPPENED,4
HM-HM,13
OKAY AND WHAT HAPPENED NEXT,1
HM-HM,13
HM-HM AND THEN WHAT,1
YEAH AND WHAT HAPPENED WHEN YOU WENT TO THE TOILET,4
AND THEN WHAT HAPPENED,1
OKAY SO I WASN'T THERE WHEN YOU WERE IN THE TOILET SO CAN YOU TELL ME EVERYTHING THAT HAPPENED WHEN THE BAD MAN CAME IN,5
HM-HM,13
OKAY AND THEN WHAT HAPPENED,1
HM-HM,13
AND WHAT HAPPENED AFTER THAT,1
OKAY AND WHEN YOU SAY YOUR PRIVATE WHAT DO YOU MEAN BY THAT,4
HM-HM OKAY SO CAN YOU EXPLAIN TO ME WHAT YOU MEAN BY YOUR GIRLIE BITS,5
TELL ME ABOUT THAT,2
OKAY AND YOU SAID THAT HE PUT HIS HAND ON YOUR GIRLIE BITS CAN YOU TELL ME MORE ABOUT THAT,5
OKAY TELL ME WHAT HAPPENED,4
OKAY AND WHY DID HE DO THAT,12
OKAY CAN YOU TELL ME WHAT HE USED,5
WHAT DID HE USE,4
OKAY SO WHEN YOU SAY HE WIPED CAN YOU DESCRIBE TO ME HOW HE DID THAT,5
HM-HM DID HE USE ANYTHING,5
WHAT WAS THAT,4
OKAY AND THEN WHAT HAPPENED,1
HM-HM,13
HE RAN AWAY,13
OKAY SO YOU MENTIONED BEFORE THAT HE SAID HE HAD TO HELP YOU CAN YOU TELL ME MORE ABOUT THAT,2
OKAY TELL ME MORE ABOUT THAT,2
HM-HM,13
OKAY HAVE YOU SEEN THIS MAN BEFORE,5
DID YOU TELL ANYONE ABOUT THE BAD MAN IN THE TOILET,5
WHO DID YOU TELL,4
HM-HM WERE YOU ALONE IN THE TOILET,5
APART FROM THE BAD MAN MUM WASN'T WITH YOU,5
NO SO YOU SAID THAT THE BAD MAN WAS FAT AND HAD GREY HAIR,13
IS THERE ANYTHING ELSE THAT YOU CAN TELL ME ABOUT HIM,5
OKAY WHAT CAN YOU TELL ME,4
HM-HM ANYTHING ELSE,5
THAT'S ALL WHEN YOU SAY HIS GREEN COAT IS THERE ANYTHING ELSE THAT YOU CAN REMEMBER ABOUT THE GREEN COAT THAT YOU'D LIKE TO TELL ME,4
NO SO WHAT HAPPENED AFTER HE RAN AWAY TELL ME WHAT HAPPENED NEXT,1
HM-HM,13
OKAY DID YOU TELL MUM STRAIGHTAWAY,8
NO WHEN DID YOU TELL MUM,4
HM-HM TELL ME ABOUT THAT,2
HM-HM,13
OKAY TELL ME MORE ABOUT THAT,2
HM-HM AND THEN WHAT HAPPENED,1
HM-HM SO YOU MENTIONED WHEN YOU WERE IN THE TOILET AND THE BAD MAN SAID HE HAD TO HELP YOU AND HE HAD TO WIPE YOUR WEE WITH HIS FINGERS DID HE HAVE ANY TOILET ROLL WITH HIM,5
NO SO I WASN'T THERE WHEN THAT BIT HAPPENED SO CAN YOU TELL ME MORE ABOUT HOW HE WIPED YOUR PRIVATE PARTS,5
HM-HM,13
ON TOP,13
ON TOP OF WHAT,4
OKAY AND DID YOU HAVE ANY UNDERWEAR ON,5
NO AND WAS THAT THE FIRST TIME THAT THIS HAPPENED,5
YEAH DID HE SAY ANYTHING TO YOU AT THE TIME,5
NO AND YOU DON'T KNOW WHO THE BAD MAN IS,5
SO WHEN YOU LEFT THE TOILET AND HE HAD RAN AWAY DID YOU SEE THE BAD MAN AGAIN,5
NO DID THE BAD MAN HURT YOU,5
NO OKAY IS THERE ANYTHING ELSE THAT YOU WANT TO TELL ME ABOUT THE BAD MAN OR WHAT HAPPENED,5
HILARY TELL ME WHAT YOU'VE COME TO TALK TO ME ABOUT TODAY,0
YOUR UNCLE,13
OKAY TELL ME WHAT HAPPENED THE LAST TIME YOU SAW YOUR UNCLE,2
SORRY SAY THAT AGAIN,13
YEAH,13
HE DID A NAUGHTY THING,13
AND WHAT HAPPENED NEXT,1
AH-HA,13
WENT AND PLAYED OUTSIDE,13
WHAT HAPPENED AFTER THAT,1
HM-HM AND WHAT HAPPENED THEN,1
I WASN'T THERE WHEN YOUR UNCLE DID THE NAUGHTY THING CAN YOU TELL ME EVERYTHING THAT HAPPENED FROM START TO FINISH ABOUT THE NAUGHTY THING,5
TELL ME EVERYTHING THAT HAPPENED FROM START TO FINISH,0
HM-HM,13
HM-HM,13
AT THOSE PICTURES,13
HM-HM WHAT HAPPENED THEN,1
HM-HM,13
BIG BOYS GAME,13
HM-HM WHAT HAPPENED THEN,1
PLAYED THE GAME,13
HM-HM WHAT HAPPENED NEXT,1
HM-HM,13
WHAT HAPPENED THEN,1
CAN YOU TELL ME MORE ABOUT THE PART WHERE HE SHOWED YOU PICTURES ON THE COMPUTER,5
TELL ME MORE ABOUT THE PART ABOUT WHEN YOU SHOWED YOU PICTURES ON THE COMPUTER,2
THEY DIDN'T HAVE ANY CLOTHES ON,13
OTHER'S RUDE BITS,13
AND WHAT ELSE HAPPENED THEN,1
TEACH YOU THE NEW GAME,13
TELL ME MORE ABOUT THE PART WHERE HE WANTED TO TEACH YOU A NEW GAME,2
AND WHAT HAPPENED THEN,1
TOUCHED YOUR DOODLE,13
WHAT HAPPENED THEN,1
HM-HM,13
AND THEN WHAT HAPPENED NEXT,1
TELL ME MORE ABOUT THE PART WHERE HE MADE YOU CRY,2
YOU SAID THAT YOU PLAYED OUTSIDE,13
WHAT HAPPENED AFTER THAT,1
SO YOUR MUM PICKED YOU UP,13
OKAY AND WHAT HAPPENED THEN,1
AND WHAT HAPPENED THEN,1
OKAY SO SHE TOLD YOU THAT YOU HAVE TO TELL ME,13
AND WHAT HAPPENED AFTER THAT,1
SORRY CAN YOU SAY THAT AGAIN,13
OKAY CAN YOU TELL ME MORE ABOUT THE PART WHERE HE TOUCHED YOUR DOODLE,5
TELL ME MORE ABOUT THE PART WHERE HE TOUCHED YOUR DOODLE,2
AND WHAT HAPPENED NEXT,1
TELL ME WHAT YOU'VE COME HERE TO TALK TO ME ABOUT TODAY,0
ABOUT A GRADE 6 BOY I DON'T KNOW HIM SO TELL ME ABOUT HIM,3
OKAY TELL ME MORE ABOUT HIM,2
TELL ME HOW YOU KNOW BEN,4
OKAY SO HE GOES TO YOUR SCHOOL SO I DON'T KNOW BEN SO TELL ME HOW YOU KNOW BEN,7
OKAY SO TELL ME WHEN DID BEN ASK YOU TO PLAY WITH HIM,4
OKAY AND TELL ME WHERE YOU WERE WHEN YOU SPOKE TO BEN,4
OKAY SO TELL ME MORE ABOUT THAT WHO WERE YOU WITH,2
OKAY WHO WERE THEY,4
IAN AND HARRY AND TELL ME ABOUT BEN SO BEN'S OLDER THAN YOU SO TELL ME WHY BEN WAS AT THE MONKEY BARS,12
OKAY TELL ME ABOUT THE GAME,2
OKAY SO TELL ME WHERE WERE THE TOILETS,4
OKAY SO THE TOILETS AT SCHOOL HOW MANY TOILETS ARE THERE AT SCHOOL THAT YOU USE,4
OKAY ALL RIGHT SO YOU WENT INTO THE TOILETS WITH BEN AND HARRY AND IAN,13
YEAH AND OKAY SO TELL ME SO TELL ME WHAT BEN WHAT GAME BEN WANTED YOU TO PLAY,4
OKAY SO TELL ME ABOUT SO WHAT DID BEN ACTUALLY DO,4
OKAY SO BEN WRAPPED HIS HAND ON YOUR PEE- PEE IS THAT WHAT YOU SAID,5
OKAY SO TELL ME WHAT BEN DID WITH HIS HAND ON YOUR PEE-PEE JUST GIVE ME A LITTLE BIT MORE DETAIL THAN WHAT YOU JUST TOLD ME,2
OKAY AND WHERE WERE YOUR BATMAN UNDIES AT THAT STAGE,4
OKAY ALL RIGHT AND TELL ME WHAT WAS BEN DOING WHILE HE WAS TOUCHING YOUR PEE-PEE,4
JUST TELL ME THAT AGAIN,13
OKAY AND WHAT FRIENDS DID BEN HAVE,4
OKAY WHERE WERE BEN'S FRIENDS,4
OKAY SO WHEN YOU SAY IN THE TOILET TELL ME WAS THAT IN A CUBICLE ITSELF OR IN THE ACTUAL TOILETS BUILDING,6
OKAY SO HOW MANY PEOPLE WERE IN THE CUBICLE WITH YOU,4
OKAY SO I WASN'T THERE SO I DON'T KNOW HOW MANY OF YOU SO THERE WAS YOU AND BEN AND THEN CAN YOU COUNT HOW MANY OTHER PEOPLE WERE IN THE CUBICLE,5
SO TELL ME HOW MANY OTHER PEOPLE,4
OKAY AND DO YOU KNOW HIS FRIENDS' NAMES,5
OKAY AND WHAT OKAY WHAT WAS BEN WEARING,4
OKAY AND WAS HE FULLY DRESSED,5
OKAY AND WHAT ABOUT HIS FRIENDS WHAT WERE THEY WEARING,4
OKAY AND CAN YOU TELL ME WHAT ONE OF HIS FRIENDS LOOK LIKE,5
OKAY SO TELL ME WHAT ONE OF THEM LOOKED LIKE IF YOU DESCRIBE THEM FOR ME,3
DO YOU KNOW HIS NAME,5
OKAY AND HOW OKAY AND HOW TALL WAS HE COMPARED TO BEN,4
ABOUT THE SAME AND JUST TELL ME ABOUT THE OTHER BOY THAT WAS WITH BEN AND THE BLOND BOY CAN YOU JUST TELL ME OR DESCRIBE HIM TO ME,5
BECAUSE I WASN'T THERE SO IF YOU DESCRIBE HIM FOR ME,4
OKAY SO BROWN HAIR SO IS HIS NAME CHRISTY OR HIS SISTER'S NAME'S CHRISTY,5
OKAY AND CHRISTY IS IN YOUR CLASS,5
YEAH OKAY SO THOSE TWO BOYS THEY WERE LAUGHING WERE THEY DOING ANYTHING ELSE,5
OKAY AND SO BEN WAS TOUCHING YOUR PEE-PEE,5
OKAY AND SO THE OTHER TWO BOYS THEY WERE LAUGHING,5
